NAMA,MQ135,MQ138,MQ2,MQ3,MQ6,MQ7
rGed-L,1623,896,59,4591,45,94
rGed-L,1500,796,52,4532,34,72
rGed-L,1484,791,52,4509,33,69
rGed-L,1470,787,52,4487,31,65
rGed-L,1463,786,51,4476,31,65
rGed-L,1449,782,51,4454,29,61
rGed-L,1406,733,46,4389,29,60
rGed-L,1390,728,46,4367,28,56
rGed-L,1376,723,46,4347,26,53
rGed-L,1361,718,45,4322,25,50
rGed-L,1347,713,45,4300,23,47
rGed-M,5754,2887,511,3298,608,234
rGed-M,5798,2929,514,3360,618,260
rGed-M,5734,2882,507,3295,612,236
rGed-M,5698,2852,502,3276,603,218
rGed-M,5670,2830,498,3246,596,198
rGed-M,5393,3313,580,5242,473,424
rGed-M,5383,3312,577,5248,471,422
rGed-M,5360,3304,574,5239,468,415
rGed-M,5350,3301,571,5243,466,413
rGed-M,5326,3293,568,5233,463,406
rGed-M,5251,3287,528,5345,444,534
rGed-M,5241,3286,525,5350,443,534
rGed-M,5218,3279,522,5339,440,529
rGed-M,5192,3269,519,5326,438,523
rGed-M,5168,3261,515,5315,435,518
rGed-M,4927,3039,454,5144,368,427
rGed-M,4916,3037,451,5147,367,427
rGed-M,4892,3030,448,5135,364,422
rGed-M,4867,3020,445,5121,362,417
rGed-M,4844,3012,442,5109,359,412
rGed-M,4602,2810,385,5078,300,351
rGed-M,4577,2801,382,5062,298,346
rGed-M,4553,2793,380,5048,295,341
rGed-M,4541,2790,377,5048,293,340
rGed-M,4517,2781,375,5034,290,335
rGed-M,4487,2768,354,5157,283,400
rGed-M,4461,2758,352,5141,281,396
rGed-M,4436,2749,349,5127,278,391
rGed-M,4409,2739,347,5111,275,385
rGed-M,4383,2729,344,5097,272,380
rGed-M,4980,3382,324,6113,409,762
rGed-M,4949,3374,322,6096,408,762
rGed-M,4920,3366,321,6082,406,762
rGed-M,4889,3356,319,6066,405,761
rGed-M,4860,3347,317,6051,403,759
rGed-M,5813,3763,491,6717,382,624
rGed-M,5779,3750,488,6701,379,620
rGed-M,5748,3739,485,6687,376,616
rGed-M,5715,3725,482,6672,373,612
rGed-M,5683,3713,479,6656,370,608
rGed-M,5471,3446,475,5932,343,529
rGed-M,5438,3432,472,5916,340,524
rGed-M,5406,3420,468,5902,337,519
rGed-M,5373,3405,465,5887,334,514
rGed-M,5343,3393,461,5875,330,509
rGed-M,5122,3168,420,5463,293,423
rGed-M,5103,3161,417,5464,291,422
rGed-M,5072,3149,414,5448,287,417
rGed-M,5039,3134,410,5431,284,411
rGed-M,5010,3121,407,5416,280,405
rGed-M,4922,3010,381,5299,273,389
rGed-M,4892,2997,378,5282,270,384
rGed-M,4863,2986,375,5266,267,379
rGed-M,4845,2979,372,5266,265,378
rGed-M,4817,2967,369,5251,261,374
rGed-M,4833,2951,358,5227,262,389
rGed-M,4799,2939,355,5211,259,384
rGed-M,4768,2926,352,5196,256,380
rGed-M,4736,2913,349,5179,253,375
rGed-M,4705,2901,347,5164,249,370
rGed-M,4982,2862,484,4616,247,222
rGed-M,4971,2860,481,4614,245,219
rGed-M,4953,2855,479,4605,242,212
rGed-M,4943,2857,477,4606,242,209
rGed-M,4927,2855,474,4601,240,205
rGed-M,4513,2738,435,5100,206,308
rGed-M,4492,2732,432,5089,204,303
rGed-M,4471,2726,429,5077,201,297
rGed-M,4461,2725,427,5082,200,296
rGed-M,4440,2717,424,5072,197,291
rGed-M,4579,2795,395,5174,205,348
rGed-M,4555,2787,393,5160,203,343
rGed-M,4533,2780,390,5148,200,338
rGed-M,4509,2771,387,5133,198,332
rGed-M,4486,2763,384,5120,195,327
rGed-M,4516,2719,348,5116,183,283
rGed-M,4493,2711,346,5100,181,278
rGed-M,4471,2705,344,5087,179,274
rGed-M,4447,2696,341,5071,177,269
rGed-M,4424,2689,339,5056,174,264
rGed-M,4273,2556,308,5043,151,239
rGed-M,4261,2556,306,5043,149,238
rGed-M,4240,2550,304,5029,146,233
rGed-M,4216,2542,302,5012,145,228
rGed-M,4195,2535,300,4997,142,223
rGed-M,4054,2399,273,4944,114,160
rGed-M,4030,2392,272,4926,112,155
rGed-M,4008,2386,270,4911,109,151
rGed-M,3997,2385,268,4911,108,150
rGed-M,3975,2378,266,4895,105,146
rGed-D,3969,2449,159,4644,115,215
rGed-D,3957,2453,159,4645,115,217
rGed-D,3936,2452,158,4632,114,217
rGed-D,3913,2449,157,4617,113,216
rGed-D,3890,2446,157,4603,111,215
rGed-D,5069,3139,285,6204,79,132
rGed-D,5053,3139,284,6205,78,133
rGed-D,5026,3133,283,6190,76,130
rGed-D,4997,3125,282,6174,75,127
rGed-D,4969,3119,281,6159,73,125
rGed-D,4733,2812,267,5456,65,98
rGed-D,4704,2804,266,5439,63,95
rGed-D,4676,2796,264,5424,61,92
rGed-D,4647,2786,262,5407,60,89
rGed-D,4620,2778,261,5391,58,86
rGed-D,4522,2642,246,5167,55,87
rGed-D,4494,2634,245,5149,54,84
rGed-D,4467,2627,244,5134,51,81
rGed-D,4440,2618,242,5117,50,78
rGed-D,4414,2609,241,5101,48,76
rGed-D,4313,2480,226,4935,39,52
rGed-D,4285,2473,224,4918,37,49
rGed-D,4260,2466,223,4904,35,46
rGed-D,4233,2458,222,4886,34,43
rGed-D,4208,2451,221,4871,32,40
rGed-D,4175,2379,211,4842,30,42
rGed-D,4148,2372,209,4824,29,39
rGed-D,4123,2365,208,4808,27,36
rGed-D,4097,2357,207,4791,25,33
rGed-D,4072,2350,206,4776,23,30
rGed-D,4229,1856,274,1749,202,61
rGed-D,4233,1859,272,1759,199,59
rGed-D,4223,1854,270,1756,194,50
rGed-D,4225,1856,268,1765,190,47
rGed-D,4214,1850,266,1760,185,38
rGed-D,4016,2292,284,2923,103,33
rGed-D,4000,2289,283,2917,101,25
rGed-D,3987,2287,281,2913,98,17
rGed-D,3986,2292,279,2923,96,15
rGed-D,3973,2289,278,2919,94,7
rGed-D,4016,2292,284,2923,103,33
rGed-D,4000,2289,283,2917,101,25
rGed-D,3987,2287,281,2913,98,17
rGed-D,3986,2292,279,2923,96,15
rGed-D,3973,2289,278,2919,94,7
rGed-D,3909,2231,251,2971,84,38
rGed-D,3894,2228,249,2965,82,31
rGed-D,3881,2226,248,2960,79,24
rGed-D,3863,2222,246,2951,77,16
rGed-D,3851,2221,244,2949,75,10
rGed-D,3893,2221,229,3026,73,46
rGed-D,3877,2219,227,3020,71,40
rGed-D,3864,2218,226,3016,69,34
rGed-D,3847,2214,224,3009,66,27
rGed-D,3833,2212,223,3004,64,21
rGed-D,3784,2143,194,3063,54,34
rGed-D,3770,2142,193,3058,52,28
rGed-D,3757,2142,192,3053,49,24
rGed-D,3740,2139,190,3045,47,18
rGed-D,3726,2137,189,3041,44,13
rGed-D,5759,3448,262,4875,85,139
rGed-D,5747,3453,260,4870,83,135
rGed-D,5736,3460,259,4869,81,130
rGed-D,5737,3471,259,4879,80,130
rGed-D,5725,3476,257,4876,78,126
rGed-D,4808,2913,265,3981,82,109
rGed-D,4791,2911,263,3974,81,104
rGed-D,4776,2911,262,3970,78,100
rGed-D,4758,2909,260,3963,76,95
rGed-D,4743,2908,259,3959,74,91
rGed-D,4475,2654,248,3580,67,82
rGed-D,4457,2651,246,3572,65,77
rGed-D,4442,2650,245,3568,63,73
rGed-D,4438,2653,244,3576,62,72
rGed-D,4422,2652,242,3570,59,67
rGed-D,4228,2463,226,3390,41,47
rGed-D,4210,2460,225,3382,39,42
rGed-D,4195,2458,223,3377,36,38
rGed-D,4178,2455,222,3369,34,33
rGed-D,4162,2453,220,3364,32,28
rGed-D,4130,2379,212,3307,31,25
rGed-D,4114,2377,210,3300,29,20
rGed-D,4099,2375,209,3296,26,15
rGed-D,4082,2372,208,3288,24,11
rGed-D,4066,2369,206,3282,21,6
rGed-D,4055,2320,200,3273,29,21
rGed-D,4053,2325,199,3283,28,20
rGed-D,4039,2326,198,3279,25,15
rGed-D,4022,2322,197,3271,23,11
rGed-D,4006,2320,195,3264,20,6
